2026-02-02 15:51:17,762 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:19:21,417 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 11:19:21,419 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 2.000000 seconds
2026-02-19 11:19:24,685 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-19 11:19:24,759 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-19 11:19:24,760 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 5.000000 seconds
2026-02-19 11:19:31,357 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 05:49:02,817 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 05:50:43,010 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 06:01:02,180 | INFO | __main__ |✅ Environment variables loaded from .env file
2026-02-20 06:01:02,186 | INFO | __main__ |✅ GOOGLE_API_KEY loaded successfully
2026-02-20 06:01:02,187 | INFO | __main__ |✅ TAVILY_API_KEY loaded successfully
2026-02-20 06:01:02,187 | INFO | __main__ |✅ GROQ_API_KEY loaded successfully
2026-02-20 06:01:02,189 | INFO | __main__ |✅ RAPIDAPI_KEY loaded successfully
2026-02-20 06:01:02,190 | INFO | __main__ |✅ WEATHER_API_KEY loaded successfully
2026-02-20 06:01:02,435 | INFO | __main__ |✅ LangChain model initialized successfully (Groq)
2026-02-20 06:01:02,450 | ERROR | __main__ |❌ Cache file corrupted (JSON decode error): Expecting value: line 1 column 1 (char 0). Starting fresh.
2026-02-20 06:01:02,451 | INFO | __main__ |✅ CacheManager initialized with 0 cached entries
2026-02-20 06:01:02,452 | INFO | __main__ |✅ Cache system initialized successfully
2026-02-20 06:01:02,487 | INFO | __main__ |✅ LangChain tools imported successfully
2026-02-20 06:01:02,488 | INFO | __main__ |✅ Tavily Search imported successfully
2026-02-20 06:01:02,489 | INFO | __main__ |✅ Requests library imported successfully
2026-02-20 06:01:02,503 | INFO | __main__ |✅ Tavily Search client initialized successfully
2026-02-20 06:01:02,735 | INFO | __main__ |ℹ️ Cleanup: No expired entries found (threshold: 7 days)
2026-02-20 06:01:06,348 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 06:02:14,249 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 06:02:14,940 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 06:03:57,867 | INFO | __main__ |✅ Environment variables loaded from .env file
2026-02-20 06:03:57,869 | INFO | __main__ |✅ GOOGLE_API_KEY loaded successfully
2026-02-20 06:03:57,869 | INFO | __main__ |✅ TAVILY_API_KEY loaded successfully
2026-02-20 06:03:57,870 | INFO | __main__ |✅ GROQ_API_KEY loaded successfully
2026-02-20 06:03:57,871 | INFO | __main__ |✅ RAPIDAPI_KEY loaded successfully
2026-02-20 06:03:57,872 | INFO | __main__ |✅ WEATHER_API_KEY loaded successfully
2026-02-20 06:03:57,991 | INFO | __main__ |✅ LangChain model initialized successfully (Groq)
2026-02-20 06:03:58,001 | INFO | __main__ |✅ Cache loaded: 0 entries
2026-02-20 06:03:58,002 | INFO | __main__ |✅ CacheManager initialized with 0 cached entries
2026-02-20 06:03:58,003 | INFO | __main__ |✅ Cache system initialized successfully
2026-02-20 06:03:58,025 | INFO | __main__ |✅ LangChain tools imported successfully
2026-02-20 06:03:58,027 | INFO | __main__ |✅ Tavily Search imported successfully
2026-02-20 06:03:58,028 | INFO | __main__ |✅ Requests library imported successfully
2026-02-20 06:03:58,029 | INFO | __main__ |✅ Tavily Search client initialized successfully
2026-02-20 06:03:58,179 | INFO | __main__ |ℹ️ Cleanup: No expired entries found (threshold: 7 days)
2026-02-20 06:03:58,552 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 06:03:58,837 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 08:45:15,634 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 08:45:16,212 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 09:20:58,910 | INFO | __main__ |✅ Environment variables loaded from .env file
2026-02-20 09:20:58,912 | INFO | __main__ |✅ GOOGLE_API_KEY loaded successfully
2026-02-20 09:20:58,913 | INFO | __main__ |✅ TAVILY_API_KEY loaded successfully
2026-02-20 09:20:58,914 | INFO | __main__ |✅ GROQ_API_KEY loaded successfully
2026-02-20 09:20:58,914 | INFO | __main__ |✅ RAPIDAPI_KEY loaded successfully
2026-02-20 09:20:58,915 | INFO | __main__ |✅ WEATHER_API_KEY loaded successfully
2026-02-20 09:20:59,070 | INFO | __main__ |✅ LangChain model initialized successfully (Groq)
2026-02-20 09:20:59,080 | INFO | __main__ |✅ Cache loaded: 0 entries
2026-02-20 09:20:59,082 | INFO | __main__ |✅ CacheManager initialized with 0 cached entries
2026-02-20 09:20:59,082 | INFO | __main__ |✅ Cache system initialized successfully
2026-02-20 09:20:59,107 | INFO | __main__ |✅ LangChain tools imported successfully
2026-02-20 09:20:59,110 | INFO | __main__ |✅ Tavily Search imported successfully
2026-02-20 09:20:59,112 | INFO | __main__ |✅ Requests library imported successfully
2026-02-20 09:20:59,117 | INFO | __main__ |✅ Tavily Search client initialized successfully
2026-02-20 09:20:59,316 | INFO | __main__ |ℹ️ Cleanup: No expired entries found (threshold: 7 days)
2026-02-20 09:23:01,133 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 09:23:03,251 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 09:29:55,742 | INFO | __main__ |✅ Environment variables loaded from .env file
2026-02-20 09:29:55,743 | INFO | __main__ |✅ GOOGLE_API_KEY loaded successfully
2026-02-20 09:29:55,744 | INFO | __main__ |✅ TAVILY_API_KEY loaded successfully
2026-02-20 09:29:55,744 | INFO | __main__ |✅ GROQ_API_KEY loaded successfully
2026-02-20 09:29:55,745 | INFO | __main__ |✅ RAPIDAPI_KEY loaded successfully
2026-02-20 09:29:55,746 | INFO | __main__ |✅ WEATHER_API_KEY loaded successfully
2026-02-20 09:29:55,928 | INFO | __main__ |✅ LangChain model initialized successfully (Groq)
2026-02-20 09:29:55,942 | INFO | __main__ |✅ Cache loaded: 0 entries
2026-02-20 09:29:55,944 | INFO | __main__ |✅ CacheManager initialized with 0 cached entries
2026-02-20 09:29:55,944 | INFO | __main__ |✅ Cache system initialized successfully
2026-02-20 09:29:55,967 | INFO | __main__ |✅ LangChain tools imported successfully
2026-02-20 09:29:55,968 | INFO | __main__ |✅ Tavily Search imported successfully
2026-02-20 09:29:55,969 | INFO | __main__ |✅ Requests library imported successfully
2026-02-20 09:29:55,970 | INFO | __main__ |✅ Tavily Search client initialized successfully
2026-02-20 09:29:56,121 | INFO | __main__ |ℹ️ Cleanup: No expired entries found (threshold: 7 days)
2026-02-20 09:30:01,306 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 09:30:03,024 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 13:59:50,327 | INFO | __main__ |✅ Environment variables loaded from .env file
2026-02-20 13:59:50,333 | INFO | __main__ |✅ GOOGLE_API_KEY loaded successfully
2026-02-20 13:59:50,333 | INFO | __main__ |✅ TAVILY_API_KEY loaded successfully
2026-02-20 13:59:50,334 | INFO | __main__ |✅ GROQ_API_KEY loaded successfully
2026-02-20 13:59:50,335 | INFO | __main__ |✅ RAPIDAPI_KEY loaded successfully
2026-02-20 13:59:50,335 | INFO | __main__ |✅ WEATHER_API_KEY loaded successfully
2026-02-20 13:59:50,670 | INFO | __main__ |✅ LangChain model initialized successfully (Groq)
2026-02-20 13:59:50,696 | INFO | __main__ |✅ Cache loaded: 0 entries
2026-02-20 13:59:50,698 | INFO | __main__ |✅ CacheManager initialized with 0 cached entries
2026-02-20 13:59:50,700 | INFO | __main__ |✅ Cache system initialized successfully
2026-02-20 13:59:50,748 | INFO | __main__ |✅ LangChain tools imported successfully
2026-02-20 13:59:50,750 | INFO | __main__ |✅ Tavily Search imported successfully
2026-02-20 13:59:50,751 | INFO | __main__ |✅ Requests library imported successfully
2026-02-20 13:59:50,762 | INFO | __main__ |✅ Tavily Search client initialized successfully
2026-02-20 13:59:51,022 | INFO | __main__ |ℹ️ Cleanup: No expired entries found (threshold: 7 days)
2026-02-20 13:59:51,885 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 13:59:52,267 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 14:17:19,910 | INFO | __main__ |✅ Environment variables loaded from .env file
2026-02-20 14:17:19,911 | INFO | __main__ |✅ GOOGLE_API_KEY loaded successfully
2026-02-20 14:17:19,913 | INFO | __main__ |✅ TAVILY_API_KEY loaded successfully
2026-02-20 14:17:19,913 | INFO | __main__ |✅ GROQ_API_KEY loaded successfully
2026-02-20 14:17:19,914 | INFO | __main__ |✅ RAPIDAPI_KEY loaded successfully
2026-02-20 14:17:19,915 | INFO | __main__ |✅ WEATHER_API_KEY loaded successfully
2026-02-20 14:17:20,067 | INFO | __main__ |✅ LangChain model initialized successfully (Groq)
2026-02-20 14:17:20,078 | INFO | __main__ |✅ Cache loaded: 0 entries
2026-02-20 14:17:20,080 | INFO | __main__ |✅ CacheManager initialized with 0 cached entries
2026-02-20 14:17:20,081 | INFO | __main__ |✅ Cache system initialized successfully
2026-02-20 14:17:20,110 | INFO | __main__ |✅ LangChain tools imported successfully
2026-02-20 14:17:20,112 | INFO | __main__ |✅ Tavily Search imported successfully
2026-02-20 14:17:20,113 | INFO | __main__ |✅ Requests library imported successfully
2026-02-20 14:17:20,114 | INFO | __main__ |✅ Tavily Search client initialized successfully
2026-02-20 14:17:21,550 | INFO | __main__ |ℹ️ Cleanup: No expired entries found (threshold: 7 days)
2026-02-20 14:17:26,071 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 14:17:27,066 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 14:17:27,373 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 14:17:31,305 | INFO | __main__ |✅ Venue information retrieved and cached for Oman vs Australia
2026-02-20 14:17:32,144 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 14:17:33,365 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 14:17:33,705 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 14:17:36,073 | INFO | __main__ |✅ Venue information retrieved and cached for Oman vs Australia Feb 20
2026-02-20 14:17:36,773 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 14:17:36,843 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-20 14:17:36,849 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 2.000000 seconds
2026-02-20 14:17:39,987 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 14:17:40,060 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-20 14:17:40,061 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 6.000000 seconds
2026-02-20 14:17:46,589 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 14:17:46,731 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-20 14:17:46,733 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 11.000000 seconds
2026-02-20 14:17:59,025 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 14:17:59,541 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-20 14:17:59,543 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 7.000000 seconds
2026-02-20 14:18:07,180 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 14:18:07,276 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-20 14:18:07,277 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 6.000000 seconds
2026-02-20 14:18:13,827 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-20 14:18:13,932 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-20 14:18:13,934 | INFO | groq._base_client |Retrying request to /openai/v1/chat/completions in 7.000000 seconds
2026-02-20 14:18:21,731 | INFO | httpx |HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
